id,company,company_logo,title,domain,city,state,location,type,stipend,duration,duration_months,skills,applications,rating,openings,posted_date,deadline,description,demand_score,growth_trend
67,Nvidia India,🟢,Autonomous Systems Intern,Robotics,Kolkata,West Bengal,"Kolkata, West Bengal",Hybrid,18000,4 Months,4,ROS|TensorFlow|C++|Linux|MongoDB|Terraform,907,3.6,3,2025-03-02,2025-05-02,"Exciting Autonomous Systems Intern opportunity at Nvidia India in the Robotics domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with ROS, TensorFlow, C++.",35.6,1.6
68,Qualcomm India,🔵,Analytics Intern,Business Analytics,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",On-site,7000,1 Month,1,Power BI|Tableau|R|SQL|Next.js|Cypress,296,4.1,2,2025-02-28,2025-04-28,"Exciting Analytics Intern opportunity at Qualcomm India in the Business Analytics domain. Work with cutting-edge technology in Chennai and gain hands-on experience with Power BI, Tableau, R.",26.4,21.1
69,Texas Instruments,🔴,Game Designer Intern,Game Development,Mangalore,Karnataka,"Mangalore, Karnataka",Hybrid,45000,1 Month,1,Three.js|Python|C#|C++|SwiftUI|Docker,2939,4.4,5,2025-11-14,2025-12-14,"Exciting Game Designer Intern opportunity at Texas Instruments in the Game Development domain. Work with cutting-edge technology in Mangalore and gain hands-on experience with Three.js, Python, C#.",60.9,30.2
70,Bosch India,🔴,Game Developer Intern,Game Development,Jaipur,Rajasthan,"Jaipur, Rajasthan",Hybrid,45000,4 Months,4,Unity|C++|Unreal Engine|Python|Plotly|TensorFlow,1317,3.9,4,2025-05-06,2025-07-06,"Exciting Game Developer Intern opportunity at Bosch India in the Game Development domain. Work with cutting-edge technology in Jaipur and gain hands-on experience with Unity, C++, Unreal Engine.",45.3,-7.7
71,Siemens India,🔷,SDET Intern,Quality Assurance,Mangalore,Karnataka,"Mangalore, Karnataka",On-site,20000,2 Months,2,Selenium|Pytest|Jest|Python|Webpack|Hugging Face,738,3.3,7,2025-12-04,2025-12-04,"Exciting SDET Intern opportunity at Siemens India in the Quality Assurance domain. Work with cutting-edge technology in Mangalore and gain hands-on experience with Selenium, Pytest, Jest.",29.9,18.2
72,ABB India,🔴,SEO Specialist Intern,Digital Marketing,Guwahati,Assam,"Guwahati, Assam",On-site,25000,2 Months,2,Social Media|SEO|Google Analytics|Excel|NumPy|TensorFlow,313,4.0,1,2025-03-17,2025-05-17,"Exciting SEO Specialist Intern opportunity at ABB India in the Digital Marketing domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with Social Media, SEO, Google Analytics.",33.4,-3.5
73,Honeywell India,🟠,MERN Stack Intern,Full Stack Development,Mumbai,Maharashtra,"Mumbai, Maharashtra",Hybrid,40000,5 Months,5,PostgreSQL|TypeScript|React|Node.js|Pytest|LangChain,879,3.9,18,2025-07-27,2025-09-27,"Exciting MERN Stack Intern opportunity at Honeywell India in the Full Stack Development domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with PostgreSQL, TypeScript, React.",43.4,36.4
74,L&T Infotech,🔵,Web3 Developer Intern,Blockchain,Mysore,Karnataka,"Mysore, Karnataka",Remote,60000,6 Months,6,Solidity|Web3.js|Python|JavaScript|JIRA|Material UI,2700,4.4,10,2025-02-22,2025-04-22,"Exciting Web3 Developer Intern opportunity at L&T Infotech in the Blockchain domain. Work with cutting-edge technology in Mysore and gain hands-on experience with Solidity, Web3.js, Python.",67.5,22.3
75,HCL Tech,🔵,SOC Analyst Intern,Cybersecurity,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Hybrid,22000,4 Months,4,Docker|Network Engineering|SQL|Python|Vercel|Bootstrap,329,4.5,2,2025-07-24,2025-09-24,"Exciting SOC Analyst Intern opportunity at HCL Tech in the Cybersecurity domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Docker, Network Engineering, SQL.",32.1,26.7
76,Tech Mahindra,🟣,Hardware Engineer Intern,IoT,Bangalore,Karnataka,"Bangalore, Karnataka",Hybrid,90000,5 Months,5,MQTT|Python|AWS|Raspberry Pi|dbt|Computer Vision,198,3.8,5,2025-01-27,2025-03-27,"Exciting Hardware Engineer Intern opportunity at Tech Mahindra in the IoT domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with MQTT, Python, AWS.",51.9,-4.0
77,Mindtree,🟢,Computer Vision Intern,AI Research,Bangalore,Karnataka,"Bangalore, Karnataka",On-site,6000,5 Months,5,NLP|Hugging Face|PyTorch|Deep Learning|Python|Sass/LESS,2251,4.3,1,2025-11-25,2025-12-25,"Exciting Computer Vision Intern opportunity at Mindtree in the AI Research domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with NLP, Hugging Face, PyTorch.",41.5,18.9
78,Mphasis,🟣,XR Engineer Intern,AR/VR Development,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,8000,5 Months,5,C++|Unreal Engine|Python|Three.js|Xamarin|Solana,813,4.9,24,2025-09-26,2025-11-26,"Exciting XR Engineer Intern opportunity at Mphasis in the AR/VR Development domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with C++, Unreal Engine, Python.",38.7,23.9
79,Persistent Systems,🔵,React Developer Intern,Frontend Development,Kochi,Kerala,"Kochi, Kerala",Hybrid,30000,2 Months,2,HTML/CSS|Vue.js|JavaScript|Next.js|Computer Vision|Go,170,4.5,7,2025-09-08,2025-11-08,"Exciting React Developer Intern opportunity at Persistent Systems in the Frontend Development domain. Work with cutting-edge technology in Kochi and gain hands-on experience with HTML/CSS, Vue.js, JavaScript.",36.2,17.7
80,Zensar Tech,🔷,SRE Intern,DevOps,Kochi,Kerala,"Kochi, Kerala",Remote,5000,1 Month,1,CI/CD|Ansible|Terraform|Linux|Supabase|Rust,1005,4.0,7,2025-04-07,2025-06-07,"Exciting SRE Intern opportunity at Zensar Tech in the DevOps domain. Work with cutting-edge technology in Kochi and gain hands-on experience with CI/CD, Ansible, Terraform.",37.5,3.6
81,KPIT Technologies,🟢,Frontend Developer Intern,Frontend Development,Nagpur,Maharashtra,"Nagpur, Maharashtra",Remote,20000,3 Months,3,Vue.js|JavaScript|TypeScript|Next.js|Ansible|PostgreSQL,406,4.5,9,2025-02-23,2025-04-23,"Exciting Frontend Developer Intern opportunity at KPIT Technologies in the Frontend Development domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with Vue.js, JavaScript, TypeScript.",41.2,11.7
82,Cyient,🔵,Frontend Intern,Web Development,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,50000,2 Months,2,JavaScript|Git|React|HTML/CSS|Kotlin|Vector Databases,1664,3.7,13,2025-06-19,2025-08-19,"Exciting Frontend Intern opportunity at Cyient in the Web Development domain. Work with cutting-edge technology in Noida and gain hands-on experience with JavaScript, Git, React.",56.0,-6.3
83,Birlasoft,🔵,NOC Intern,Network Engineering,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",Hybrid,15000,4 Months,4,Networking|Docker|Python|Cisco|Snowflake|ROS,622,4.7,6,2025-07-10,2025-09-10,"Exciting NOC Intern opportunity at Birlasoft in the Network Engineering domain. Work with cutting-edge technology in Coimbatore and gain hands-on experience with Networking, Docker, Python.",37.4,24.8
84,Hexaware,🔷,SQL Developer Intern,Database Administration,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,6000,4 Months,4,Redis|PostgreSQL|Python|MongoDB|React|Hadoop,1018,4.0,8,2025-11-03,2025-12-03,"Exciting SQL Developer Intern opportunity at Hexaware in the Database Administration domain. Work with cutting-edge technology in Noida and gain hands-on experience with Redis, PostgreSQL, Python.",35.6,-4.6
85,Coforge,🟢,iOS Developer Intern,Mobile Development,Patna,Bihar,"Patna, Bihar",Remote,20000,4 Months,4,React Native|Kotlin|Firebase|Swift|Swagger|Weaviate,1815,3.4,1,2025-03-04,2025-05-04,"Exciting iOS Developer Intern opportunity at Coforge in the Mobile Development domain. Work with cutting-edge technology in Patna and gain hands-on experience with React Native, Kotlin, Firebase.",42.5,-7.2
86,Happiest Minds,🟣,Analytics Intern,Business Analytics,Mumbai,Maharashtra,"Mumbai, Maharashtra",Remote,15000,1 Month,1,SQL|Python|Excel|Pandas|Vector Databases|Django,740,3.2,1,2025-09-08,2025-11-08,"Exciting Analytics Intern opportunity at Happiest Minds in the Business Analytics domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with SQL, Python, Excel.",34.3,-6.5
87,Mu Sigma,🔵,Product Management Intern,Product Management,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",Remote,30000,3 Months,3,Figma|SQL|Excel|JIRA|GPT|Playwright,551,3.1,5,2025-09-09,2025-11-09,"Exciting Product Management Intern opportunity at Mu Sigma in the Product Management domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with Figma, SQL, Excel.",37.4,11.9
88,Fractal Analytics,🟢,AWS Solutions Intern,Cloud Computing,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,60000,4 Months,4,Docker|Kubernetes|Linux|Azure|Web3.js|RAG,74,4.2,1,2025-05-13,2025-07-13,"Exciting AWS Solutions Intern opportunity at Fractal Analytics in the Cloud Computing domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with Docker, Kubernetes, Linux.",41.8,10.1
89,Tiger Analytics,🟠,Autonomous Systems Intern,Robotics,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",Remote,80000,5 Months,5,ROS|C++|TensorFlow|Arduino|Unity|Streamlit,1433,3.6,4,2025-11-28,2025-12-28,"Exciting Autonomous Systems Intern opportunity at Tiger Analytics in the Robotics domain. Work with cutting-edge technology in Coimbatore and gain hands-on experience with ROS, C++, TensorFlow.",59.9,16.9
90,AbsolutData,🔵,Chatbot Developer Intern,Natural Language Processing,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",On-site,15000,3 Months,3,BERT|Python|Hugging Face|NLP|Plotly|Jetpack Compose,1225,3.8,2,2025-12-02,2025-12-02,"Exciting Chatbot Developer Intern opportunity at AbsolutData in the Natural Language Processing domain. Work with cutting-edge technology in Indore and gain hands-on experience with BERT, Python, Hugging Face.",31.8,0.4
91,LatentView,💜,Product Designer Intern,UI/UX Design,Gurgaon,Haryana,"Gurgaon, Haryana",On-site,90000,5 Months,5,HTML/CSS|Tailwind CSS|Figma|JavaScript|Redis|WebSocket,830,5.0,6,2025-08-07,2025-10-07,"Exciting Product Designer Intern opportunity at LatentView in the UI/UX Design domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with HTML/CSS, Tailwind CSS, Figma.",59.8,8.3
92,Razorpay,💙,Backend Developer Intern,Backend Development,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",Remote,3000,4 Months,4,PostgreSQL|REST APIs|Python|MongoDB|Flutter|D3.js,1085,4.9,19,2025-01-14,2025-03-14,"Exciting Backend Developer Intern opportunity at Razorpay in the Backend Development domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with PostgreSQL, REST APIs, Python.",38.2,35.4
93,BrowserStack,🟠,CI/CD Engineer Intern,DevOps,Nagpur,Maharashtra,"Nagpur, Maharashtra",Hybrid,75000,6 Months,6,Linux|AWS|CI/CD|Jenkins|D3.js|REST APIs,631,4.5,2,2025-09-16,2025-11-16,"Exciting CI/CD Engineer Intern opportunity at BrowserStack in the DevOps domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with Linux, AWS, CI/CD.",54.8,27.0
94,Druva,🔵,API Docs Writer Intern,Technical Writing,Jaipur,Rajasthan,"Jaipur, Rajasthan",Remote,6000,5 Months,5,Git|API Design|Swagger|Markdown|C++|Airflow,512,3.7,1,2025-03-01,2025-05-01,"Exciting API Docs Writer Intern opportunity at Druva in the Technical Writing domain. Work with cutting-edge technology in Jaipur and gain hands-on experience with Git, API Design, Swagger.",32.7,10.1
95,Icertis,🔵,API Developer Intern,Backend Development,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",Hybrid,15000,5 Months,5,PostgreSQL|Node.js|Java|MongoDB|Azure|Chart.js,70,3.6,1,2025-02-07,2025-04-07,"Exciting API Developer Intern opportunity at Icertis in the Backend Development domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with PostgreSQL, Node.js, Java.",25.3,-8.0
96,Darwinbox,🟢,iOS Developer Intern,Mobile Development,Bangalore,Karnataka,"Bangalore, Karnataka",Remote,80000,2 Months,2,Firebase|REST APIs|Kotlin|React Native|Kafka|Plotly,186,4.8,2,2025-03-24,2025-05-24,"Exciting iOS Developer Intern opportunity at Darwinbox in the Mobile Development domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with Firebase, REST APIs, Kotlin.",58.3,3.4
97,Whatfix,💙,UI/UX Designer Intern,UI/UX Design,Mumbai,Maharashtra,"Mumbai, Maharashtra",On-site,6000,1 Month,1,JavaScript|Material UI|Figma|Adobe XD|Prisma|Netlify,687,4.5,2,2025-11-20,2025-12-20,"Exciting UI/UX Designer Intern opportunity at Whatfix in the UI/UX Design domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with JavaScript, Material UI, Figma.",30.6,9.6
98,CleverTap,🟣,Software Engineer Intern,Software Development,Hyderabad,Telangana,"Hyderabad, Telangana",On-site,80000,4 Months,4,C++|Agile|Git|Java|AWS|GCP,2528,4.6,7,2025-09-22,2025-11-22,"Exciting Software Engineer Intern opportunity at CleverTap in the Software Development domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with C++, Agile, Git.",66.7,23.7
99,MoEngage,🔵,UX Research Intern,UI/UX Design,Bangalore,Karnataka,"Bangalore, Karnataka",On-site,3000,6 Months,6,Tailwind CSS|Material UI|Figma|JavaScript|OpenAI API|Vue.js,696,3.3,2,2025-04-10,2025-06-10,"Exciting UX Research Intern opportunity at MoEngage in the UI/UX Design domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with Tailwind CSS, Material UI, Figma.",24.9,22.7
100,Chargebee,🟠,Azure Engineer Intern,Cloud Computing,Gurgaon,Haryana,"Gurgaon, Haryana",Remote,80000,5 Months,5,Linux|Docker|Azure|AWS|Matplotlib|Snowflake,402,4.9,8,2025-09-15,2025-11-15,"Exciting Azure Engineer Intern opportunity at Chargebee in the Cloud Computing domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with Linux, Docker, Azure.",58.4,10.7
101,Freshdesk,🟢,Unreal Engine Intern,Game Development,Jaipur,Rajasthan,"Jaipur, Rajasthan",Hybrid,3000,2 Months,2,C++|Unreal Engine|C#|Python|Supabase|Snowflake,61,3.9,1,2025-05-01,2025-07-01,"Exciting Unreal Engine Intern opportunity at Freshdesk in the Game Development domain. Work with cutting-edge technology in Jaipur and gain hands-on experience with C++, Unreal Engine, C#.",25.2,0.9
102,Haptik,💙,Perception Engineer Intern,Computer Vision,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,8000,6 Months,6,TensorFlow|PyTorch|Computer Vision|Python|Ethereum|C++,591,4.9,4,2025-04-16,2025-06-16,"Exciting Perception Engineer Intern opportunity at Haptik in the Computer Vision domain. Work with cutting-edge technology in Lucknow and gain hands-on experience with TensorFlow, PyTorch, Computer Vision.",39.1,33.7
103,Niki.ai,🔵,SOC Analyst Intern,Cybersecurity,Mumbai,Maharashtra,"Mumbai, Maharashtra",On-site,25000,4 Months,4,Penetration Testing|Docker|Linux|Python|Microservices|Flutter,202,3.0,5,2025-03-23,2025-05-23,"Exciting SOC Analyst Intern opportunity at Niki.ai in the Cybersecurity domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with Penetration Testing, Docker, Linux.",26.6,-1.1
104,Observe.AI,🟢,Product Designer Intern,UI/UX Design,Gurgaon,Haryana,"Gurgaon, Haryana",Hybrid,18000,5 Months,5,Material UI|Figma|Tailwind CSS|JavaScript|Ansible|SQL,856,3.3,1,2025-02-06,2025-04-06,"Exciting Product Designer Intern opportunity at Observe.AI in the UI/UX Design domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with Material UI, Figma, Tailwind CSS.",29.9,0.1
105,Yellow.ai,🟡,Blockchain Developer Intern,Blockchain,Mysore,Karnataka,"Mysore, Karnataka",Remote,6000,6 Months,6,Python|Ethereum|Hardhat|Solidity|Solana|Linux,425,4.0,10,2025-09-17,2025-11-17,"Exciting Blockchain Developer Intern opportunity at Yellow.ai in the Blockchain domain. Work with cutting-edge technology in Mysore and gain hands-on experience with Python, Ethereum, Hardhat.",34.9,17.4
106,Mindtickle,🔴,Content Developer Intern,Technical Writing,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,70000,5 Months,5,Swagger|Git|API Design|Markdown|Scikit-learn|Jest,909,5.0,1,2025-03-20,2025-05-20,"Exciting Content Developer Intern opportunity at Mindtickle in the Technical Writing domain. Work with cutting-edge technology in Lucknow and gain hands-on experience with Swagger, Git, API Design.",59.6,36.8
107,LeadSquared,🟢,Infrastructure Engineer Intern,DevOps,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Remote,7000,4 Months,4,AWS|CI/CD|Linux|Docker|Deep Learning|React Native,108,3.9,5,2025-01-12,2025-03-12,"Exciting Infrastructure Engineer Intern opportunity at LeadSquared in the DevOps domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with AWS, CI/CD, Linux.",33.0,35.6
108,Capillary Tech,🔷,Computer Vision Intern,AI Research,Hyderabad,Telangana,"Hyderabad, Telangana",Remote,60000,6 Months,6,Python|NLP|Hugging Face|PyTorch|dbt|GCP,2303,4.0,5,2025-10-01,2025-12-01,"Exciting Computer Vision Intern opportunity at Capillary Tech in the AI Research domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with Python, NLP, Hugging Face.",61.5,35.4
109,Delhivery,🔴,UI/UX Designer Intern,UI/UX Design,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,75000,5 Months,5,Material UI|Adobe XD|Figma|HTML/CSS|OpenCV|Spark,443,3.7,4,2025-01-20,2025-03-20,"Exciting UI/UX Designer Intern opportunity at Delhivery in the UI/UX Design domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with Material UI, Adobe XD, Figma.",49.6,8.7
110,Rivigo,🔵,iOS Developer Intern,Mobile Development,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Remote,6000,6 Months,6,REST APIs|Swift|Flutter|Firebase|Kubernetes|SQLAlchemy,2320,5.0,3,2025-12-06,2025-12-06,"Exciting iOS Developer Intern opportunity at Rivigo in the Mobile Development domain. Work with cutting-edge technology in Bhubaneswar and gain hands-on experience with REST APIs, Swift, Flutter.",50.1,16.3
